1,01/2008,51-03/2008,2008-01-09 17:00:00,
1,01/2009,51-02/2009,2008-12-18 17:00:00,
1,01/2010,51-01/2010,2010-01-08 15:14:44,
1,01/2011,50-02/2011,2011-01-14 16:44:44,
1,01/2012,01-02/2012,2012-01-13 14:41:04,
1,01/2013,51-03/2013,2013-01-07 14:25:16,
1,01/2014,52-03/2014,2014-01-06 10:36:36,
1,01/2015,51-02/2015,2015-01-05 16:41:46,
1,01/2016,51-02/2016,2016-01-08 11:00:19,
1,01/2017,52-01/2017,2017-01-16 17:03:43,
1,01/2018,01-02/2018,2018-01-15 10:18:09,
1,01/2019,01-02/2019,2019-01-14 08:57:01,
1,01/2020,52-01/2020,2020-01-06 08:27:30,
1,01/2021,50-01/2021,2021-01-12 13:40:29,
1,01/2022,01-03/2022,2022-01-12 15:28:52,
1,01/2023,01-03/2023,2023-01-09 09:13:31,
1,01/2024,01-04/2024,2024-01-15 08:47:07,
1,01/2025,01-04/2025,2025-01-13 14:35:57,
1,02/2008,51-03/2008,2008-01-09 16:08:42,2008-01-09 11:34:31
1,02/2009,51-02/2009,2008-12-18 17:00:00,
1,02/2010,02-03/2010,2010-01-08 15:16:30,2010-01-08 15:16:46
1,02/2011,50-02/2011,2011-01-14 16:44:54,
1,02/2012,01-02/2012,2012-01-13 14:41:18,
1,02/2013,51-03/2013,2013-01-07 14:25:42,
1,02/2014,52-03/2014,2014-01-06 10:36:59,
1,02/2015,51-02/2015,2015-01-12 15:28:12,
1,02/2016,51-02/2016,2016-01-11 10:32:44,
1,02/2017,02-03/2017,2017-01-16 17:04:16,
1,02/2018,01-02/2018,2018-01-15 10:18:39,
1,02/2019,01-02/2019,2019-01-15 17:25:34,
1,02/2020,02-04/2020,2020-01-15 10:26:59,
1,02/2021,02-03/2021,2021-01-12 13:41:14,
1,02/2022,01-03/2022,2022-01-17 15:51:57,
1,02/2023,01-03/2023,2023-01-16 09:13:55,
1,02/2024,01-04/2024,2024-01-15 08:51:13,
1,02/2025,01-04/2025,2025-01-16 11:03:00,
1,03/2008,51-03/2008,2008-01-11 15:38:32,2008-01-17 14:33:14
1,03/2009,03/2009,2009-01-12 13:31:54,2009-01-13 11:20:13
1,03/2010,02-03/2010,2010-01-15 13:03:39,
1,03/2011,03-04/2011,2011-01-14 16:51:06,2011-01-14 16:51:24
1,03/2012,03/2012,2012-01-13 14:46:53,
1,03/2013,51-03/2013,2013-01-14 11:34:00,
1,03/2014,52-03/2014,2014-01-14 11:02:02,
1,03/2015,03-04/2015,2015-01-16 18:20:34,2015-01-16 18:33:17
1,03/2016,03-04/2016,2016-01-18 18:40:31,2016-01-18 18:48:46
1,03/2017,02-03/2017,2017-01-16 17:04:58,
1,03/2018,03-04/2018,2018-01-16 17:36:16,
1,03/2019,03-04/2019,2019-01-15 17:26:11,
1,03/2020,02-04/2020,2020-01-15 10:27:57,
1,03/2021,02-03/2021,2021-01-19 10:37:42,
1,03/2022,01-03/2022,2022-01-17 15:52:33,
1,03/2023,01-03/2023,2023-01-23 09:16:09,
1,03/2024,01-04/2024,2024-01-15 08:51:48,
1,03/2025,01-04/2025,2025-01-16 11:06:47,
1,04/2008,04-05/2008,2008-01-18 15:44:32,2008-01-18 15:44:52
1,04/2009,04/2009,2009-01-16 09:02:08,2009-01-16 10:23:09
1,04/2010,04-05/2010,2010-01-22 17:23:54,2010-01-22 17:25:37
1,04/2011,03-04/2011,2011-01-21 12:34:16,
1,04/2012,04-05/2012,2012-01-20 15:36:03,2012-01-20 17:31:11
1,04/2013,04-05/2013,2013-01-18 17:34:39,2013-01-18 17:56:43
1,04/2014,04-05/2014,2014-01-17 17:30:23,2014-01-17 18:07:30
1,04/2015,03-04/2015,2015-01-19 17:48:54,
1,04/2016,03-04/2016,2016-01-25 11:26:16,
1,04/2017,04/2017,2017-01-23 11:18:56,
1,04/2018,03-04/2018,2018-01-22 16:58:04,
1,04/2019,03-04/2019,2019-01-21 09:08:06,
1,04/2020,02-04/2020,2020-01-28 17:30:27,
1,04/2021,04-05/2021,2021-01-26 12:21:07,
1,04/2022,04-05/2022,2022-01-26 14:36:20,
1,04/2023,04-05/2023,2023-01-30 08:56:50,
1,04/2024,01-04/2024,2024-01-22 08:37:19,
1,04/2025,01-04/2025,2025-01-20 08:00:29,
1,05/2008,04-05/2008,2008-01-25 10:09:43,
1,05/2009,05-06/2009,2009-01-23 11:17:00,2009-01-23 11:28:24
1,05/2010,04-05/2010,2010-01-29 11:50:11,
1,05/2011,05-06/2011,2011-01-31 18:32:39,
1,05/2012,04-05/2012,2012-01-27 10:12:06,
1,05/2013,04-05/2013,2013-01-28 12:00:34,
1,05/2014,04-05/2014,2014-01-28 17:36:34,
1,05/2015,05/2015,2015-01-26 12:01:27,
1,05/2016,05-06/2016,2016-02-02 17:55:26,2016-02-02 18:05:38
1,05/2017,05-06/2017,2017-01-31 10:38:37,
1,05/2018,05-06/2018,2018-01-30 09:08:55,
1,05/2019,05-06/2019,2019-01-29 17:13:03,
1,05/2020,05-06/2020,2020-01-28 18:24:51,
1,05/2021,04-05/2021,2021-02-09 10:12:33,
1,05/2022,04-05/2022,2022-02-09 14:12:10,
1,05/2023,04-05/2023,2023-01-30 08:57:57,
1,05/2024,05-06/2024,2024-01-29 08:53:20,
1,05/2025,05-06/2025,2025-01-27 08:02:42,
1,06/2008,06-07/2008,2008-02-01 15:35:31,2008-02-01 15:36:19
1,06/2009,05-06/2009,2009-01-30 08:54:24,
1,06/2010,06-07/2010,2010-02-05 16:26:54,2010-02-05 16:27:33
1,06/2011,05-06/2011,2011-01-31 18:39:05,2011-01-31 18:39:32
1,06/2012,06-07/2012,2012-02-03 16:30:36,2012-02-03 18:13:36
1,06/2013,06-07/2013,2013-02-01 17:29:50,2013-02-01 17:33:13
1,06/2014,06-07/2014,2014-01-31 17:17:51,2014-01-31 17:34:57
1,06/2015,06-07/2015,2015-01-30 18:18:24,2015-01-30 18:31:43
1,06/2016,05-06/2016,2016-02-08 11:00:47,
1,06/2017,05-06/2017,2017-02-07 11:43:14,
1,06/2018,05-06/2018,2018-02-05 17:19:50,
1,06/2019,05-06/2019,2019-02-04 09:00:57,
1,06/2020,05-06/2020,2020-02-03 09:00:37,
1,06/2021,06-07/2021,2021-02-10 11:34:00,
1,06/2022,06-07/2022,2022-02-09 16:44:32,
1,06/2023,06-07/2023,2023-02-06 08:54:48,
1,06/2024,05-06/2024,2024-02-05 08:59:17,
1,06/2025,05-06/2025,2025-02-03 14:06:27,
1,07/2008,06-07/2008,2008-02-08 10:38:42,
1,07/2009,07-08/2009,2009-02-06 11:44:03,2009-02-06 11:45:47
1,07/2010,06-07/2010,2010-02-12 16:32:32,
1,07/2011,07-08/2011,2011-02-11 17:19:44,2011-02-11 17:20:06
1,07/2012,06-07/2012,2012-02-15 10:47:23,
1,07/2013,06-07/2013,2013-02-11 09:52:03,
1,07/2014,06-07/2014,2014-02-10 15:25:58,
1,07/2015,06-07/2015,2015-02-09 11:06:02,
1,07/2016,07-08/2016,2016-02-12 17:02:35,2016-02-12 17:04:49
1,07/2017,07-08/2017,2017-02-14 09:48:50,
1,07/2018,07-08/2018,2018-02-13 10:27:08,
1,07/2019,07-08/2019,2019-02-12 17:12:53,
1,07/2020,07-08/2020,2020-02-11 16:40:38,
1,07/2021,06-07/2021,2021-02-23 11:01:55,
1,07/2022,06-07/2022,2022-02-23 11:53:55,
1,07/2023,06-07/2023,2023-02-13 11:01:28,
1,07/2024,07-08/2024,2024-02-12 09:45:49,
1,07/2025,07-08/2025,2025-02-10 09:12:06,
1,08/2008,08-09/2008,2008-02-15 15:26:43,2008-02-15 15:34:35
1,08/2009,07-08/2009,2009-02-13 09:29:10,
1,08/2010,08-09/2010,2010-02-19 16:05:49,2010-02-19 16:06:31
1,08/2011,07-08/2011,2011-02-24 09:17:34,
1,08/2012,08-09/2012,2012-02-17 16:32:38,2012-02-17 17:39:27
1,08/2013,08-09/2013,2013-02-15 17:01:09,2013-02-15 17:03:24
1,08/2014,08-09/2014,2014-02-14 17:02:11,2014-02-14 17:28:31
1,08/2015,08-09/2015,2015-02-13 17:53:41,2015-02-13 17:55:12
1,08/2016,07-08/2016,2016-02-22 16:55:18,
1,08/2017,07-08/2017,2017-02-20 08:50:55,
1,08/2018,07-08/2018,2018-02-19 09:03:16,
1,08/2019,07-08/2019,2019-02-18 08:47:24,
1,08/2020,07-08/2020,2020-02-25 13:44:01,
1,08/2021,08-09/2021,2021-02-24 12:40:21,
1,08/2022,08-09/2022,2022-02-23 14:11:17,
1,08/2023,08-09/2023,2023-02-21 09:06:59,
1,08/2024,07-08/2024,2024-02-19 08:23:29,
1,08/2025,07-08/2025,2025-02-17 09:18:29,
1,09/2008,08-09/2008,2008-02-22 16:46:45,
1,09/2009,09-10/2009,2009-02-20 14:51:28,2009-02-20 14:55:10
1,09/2010,08-09/2010,2010-02-26 12:23:29,
1,09/2011,09-10/2011,2011-02-25 17:44:03,2011-02-25 17:44:24
1,09/2012,08-09/2012,2012-02-24 15:08:40,
1,09/2013,08-09/2013,2013-02-25 09:51:22,
1,09/2014,08-09/2014,2014-02-24 14:44:01,
1,09/2015,08-09/2015,2015-02-23 11:20:22,
1,09/2016,09-10/2016,2016-02-29 18:27:45,2016-02-29 18:39:50
1,09/2017,09-10/2017,2017-02-27 16:11:16,
1,09/2018,09-10/2018,2018-02-28 08:28:41,
1,09/2019,09-10/2019,2019-02-26 20:00:37,
1,09/2020,09-10/2020,2020-02-25 18:34:50,
1,09/2021,08-09/2021,2021-03-04 08:30:44,
1,09/2022,08-09/2022,2022-03-02 14:19:05,
1,09/2023,08-09/2023,2023-02-27 08:46:50,
1,09/2024,09-10/2024,2024-02-26 15:45:52,
1,09/2025,09-10/2025,2025-02-27 14:23:53,
1,10/2008,10-11/2008,2008-02-29 15:44:28,2008-02-29 16:28:24
1,10/2009,09-10/2009,2009-02-27 09:23:39,
1,10/2010,10-11/2010,2010-03-05 15:51:37,2010-03-05 15:52:09
1,10/2011,09-10/2011,2011-03-01 15:16:46,2011-03-04 14:45:25
1,10/2012,10-11/2012,2012-03-02 17:32:48,2012-03-02 18:11:49
1,10/2013,10-11/2013,2013-03-01 17:01:49,2013-03-01 17:15:43
1,10/2014,10-11/2014,2014-02-28 17:47:02,2014-02-28 18:21:55
1,10/2015,10-11/2015,2015-02-27 17:45:49,2015-02-27 17:51:09
1,10/2016,09-10/2016,2016-03-07 10:17:35,
1,10/2017,09-10/2017,2017-03-06 10:05:05,
1,10/2018,09-10/2018,2018-03-05 09:52:49,
1,10/2019,09-10/2019,2019-03-04 08:42:15,
1,10/2020,09-10/2020,2020-03-02 09:50:30,
1,10/2021,10-11/2021,2021-03-10 09:33:36,
1,10/2022,10-11/2022,2022-03-09 10:57:01,
1,10/2023,10-11/2023,2023-03-06 08:54:03,
1,10/2024,09-10/2024,2024-03-04 08:17:12,
1,10/2025,09-10/2025,2025-03-03 08:30:25,
1,11/2008,10-11/2008,2008-03-07 13:55:54,
1,11/2009,11-12/2009,2009-03-06 16:47:14,
1,11/2010,10-11/2010,2010-03-10 17:18:27,
1,11/2011,11-12/2011,2011-03-11 18:17:43,2011-03-11 18:18:48
1,11/2012,10-11/2012,2012-03-12 09:29:53,
1,11/2013,10-11/2013,2013-03-11 10:24:51,
1,11/2014,10-11/2014,2014-03-11 10:47:03,
1,11/2015,10-11/2015,2015-03-09 12:24:08,
1,11/2016,11-12/2016,2016-03-15 17:10:40,2016-03-15 18:01:11
1,11/2017,11-12/2017,2017-03-14 09:25:22,
1,11/2018,11-12/2018,2018-03-13 08:32:35,
1,11/2019,11-12/2019,2019-03-12 17:26:57,
1,11/2020,11-12/2020,2020-03-10 16:59:16,
1,11/2021,10-11/2021,2021-03-22 15:09:12,
1,11/2022,10-11/2022,2022-03-14 13:40:34,
1,11/2023,10-11/2023,2023-03-13 08:53:04,
1,11/2024,11-12/2024,2024-03-11 08:52:47,
1,11/2025,11-12/2025,2025-03-10 08:48:40,
1,12/2008,12-13/2008,2008-03-14 15:04:22,2008-03-28 11:16:04
1,12/2009,11-12/2009,2009-03-13 11:35:21,
1,12/2010,12-13/2010,2010-03-19 15:48:47,2010-03-19 15:54:19
1,12/2011,11-12/2011,2011-03-17 11:07:54,
1,12/2012,12-13/2012,2012-03-16 17:09:25,2012-03-16 17:58:42
1,12/2013,12-14/2013,2013-03-15 18:29:53,2013-03-15 18:31:29
1,12/2014,12-13/2014,2014-03-14 19:36:41,2014-03-14 20:22:13
1,12/2015,12-13/2015,2015-03-13 17:33:25,2015-03-13 18:03:00
1,12/2016,11-12/2016,2016-03-21 11:20:50,
1,12/2017,11-12/2017,2017-03-20 08:35:28,
1,12/2018,11-12/2018,2018-03-19 08:53:15,
1,12/2019,11-12/2019,2019-03-19 08:46:37,
1,12/2020,11-12/2020,2020-03-16 10:20:41,
1,12/2021,12-14/2021,2021-03-24 13:03:30,
1,12/2022,12-13/2022,2022-03-23 14:16:11,
1,12/2023,12-13/2023,2023-03-20 08:47:11,
1,12/2024,11-12/2024,2024-03-18 08:37:05,
1,12/2025,11-12/2025,2025-03-17 08:05:14,
1,13/2008,12-13/2008,2008-03-28 12:31:39,
1,13/2009,13-14/2009,2009-03-20 11:36:33,2009-03-20 11:43:33
1,13/2010,12-13/2010,2010-03-26 16:17:53,
1,13/2011,13-14/2011,2011-03-25 18:01:43,2011-03-25 18:39:01
1,13/2012,12-13/2012,2012-03-27 15:43:53,
1,13/2013,12-14/2013,2013-03-25 11:50:45,
1,13/2014,12-13/2014,2014-03-27 17:59:47,
1,13/2015,12-13/2015,2015-03-23 11:32:12,
1,13/2016,13-14/2016,2016-03-29 17:25:00,2016-03-29 17:29:01
1,13/2017,13-14/2017,2017-03-28 08:42:49,
1,13/2018,13-15/2018,2018-03-27 16:55:54,
1,13/2019,13-14/2019,2019-03-26 17:17:42,
1,13/2020,13-14/2020,2020-03-24 18:07:43,
1,13/2021,12-14/2021,2021-03-29 09:49:57,
1,13/2022,12-13/2022,2022-04-04 15:44:21,
1,13/2023,12-13/2023,2023-03-27 09:00:42,
1,13/2024,13-15/2024,2024-03-25 09:02:57,
1,13/2025,13-15/2025,2025-03-24 09:16:52,
1,14/2008,14-15/2008,2008-03-28 12:32:05,2008-04-04 17:47:05
1,14/2009,13-14/2009,2009-03-26 17:44:34,
1,14/2010,14-15/2010,2010-03-30 16:02:14,2010-03-30 16:06:00
1,14/2011,13-14/2011,2011-03-31 09:42:41,
1,14/2012,14-15/2012,2012-03-30 17:57:30,2012-03-30 18:08:31
1,14/2013,12-14/2013,2013-04-02 10:40:45,
1,14/2014,14-15/2014,2014-03-28 20:13:41,2014-03-28 21:16:10
1,14/2015,14-15/2015,2015-03-30 12:32:14,2015-03-30 12:35:41
1,14/2016,13-14/2016,2016-04-04 11:23:59,
1,14/2017,13-14/2017,2017-04-03 08:51:09,
1,14/2018,13-15/2018,2018-04-09 08:25:39,
1,14/2019,13-14/2019,2019-04-01 08:39:38,
1,14/2020,13-14/2020,2020-03-30 08:19:21,
1,14/2021,12-14/2021,2021-04-12 17:18:04,
1,14/2022,14-16/2022,2022-04-06 13:46:06,
1,14/2023,14-16/2023,2023-04-03 09:15:25,
1,14/2024,13-15/2024,2024-04-02 08:19:55,
1,14/2025,13-15/2025,2025-04-07 08:20:04,
1,15/2008,14-15/2008,2008-04-11 14:00:19,
1,15/2009,15-17/2009,2009-04-03 10:32:06,2009-04-03 10:53:17
1,15/2010,14-15/2010,2010-04-09 15:35:38,
1,15/2011,15-16/2011,2011-04-08 17:52:15,2011-04-08 17:52:47
1,15/2012,14-15/2012,2012-04-10 13:49:05,
1,15/2013,15-16/2013,2013-04-05 17:47:39,2013-04-05 17:52:44
1,15/2014,14-15/2014,2014-04-07 10:32:01,
1,15/2015,14-15/2015,2015-04-07 16:44:42,
1,15/2016,15-16/2016,2016-04-11 17:39:47,2016-04-11 17:43:38
1,15/2017,15-16/2017,2017-04-10 14:52:42,
1,15/2018,13-15/2018,2018-04-09 08:26:00,
1,15/2019,15-17/2019,2019-04-09 21:24:51,
1,15/2020,15-16/2020,2020-04-07 23:35:37,
1,15/2021,15-16/2021,2021-04-14 14:46:47,
1,15/2022,14-16/2022,2022-04-21 17:09:05,
1,15/2023,14-16/2023,2023-04-11 08:34:58,
1,15/2024,13-15/2024,2024-04-08 08:44:55,
1,15/2025,13-15/2025,2025-04-07 08:21:46,
1,16/2008,16-17/2008,2008-04-11 15:31:49,2008-04-11 15:32:31
1,16/2009,15-17/2009,2009-04-24 14:54:10,
1,16/2010,16-17/2010,2010-04-16 18:04:33,2010-04-16 18:35:31
1,16/2011,15-16/2011,2011-04-14 09:15:22,
1,16/2012,16-17/2012,2012-04-13 15:36:35,2012-04-13 15:44:58
1,16/2013,15-16/2013,2013-04-15 16:38:47,
1,16/2014,16-17/2014,2014-04-11 16:51:57,2014-04-11 17:01:03
1,16/2015,16-17/2015,2015-04-10 18:25:38,2015-04-10 18:32:49
1,16/2016,15-16/2016,2016-04-18 15:19:34,
1,16/2017,15-16/2017,2017-04-25 08:38:59,
1,16/2018,16-17/2018,2018-04-17 13:32:13,
1,16/2019,15-17/2019,2019-04-15 14:00:59,
1,16/2020,15-16/2020,2020-04-14 14:39:38,
1,16/2021,15-16/2021,2021-04-19 11:33:26,
1,16/2022,14-16/2022,2022-04-21 17:11:03,
1,16/2023,14-16/2023,2023-04-17 08:26:01,
1,16/2024,16-17/2024,2024-04-15 08:51:25,
1,16/2025,16-18/2025,2025-04-16 15:23:00,
1,17/2008,16-17/2008,2008-04-18 14:32:30,2008-04-21 17:00:39
1,17/2009,15-17/2009,2009-04-24 14:55:08,
1,17/2010,16-17/2010,2010-04-23 08:15:52,
1,17/2011,17-18/2011,2011-04-21 18:14:11,2011-04-21 18:14:22
1,17/2012,16-17/2012,2012-04-19 17:30:11,
1,17/2013,17-18/2013,2013-04-19 18:06:04,2013-04-19 18:11:35
1,17/2014,16-17/2014,2014-04-22 16:46:39,
1,17/2015,16-17/2015,2015-04-20 11:18:19,
1,17/2016,17-18/2016,2016-04-26 16:36:30,2016-04-26 17:16:10
1,17/2017,17-18/2017,2017-04-25 08:39:37,
1,17/2018,16-17/2018,2018-04-30 09:20:09,
1,17/2019,15-17/2019,2019-04-23 08:38:55,
1,17/2020,17-18/2020,2020-04-21 20:01:30,
1,17/2021,17-18/2021,2021-04-28 09:48:27,
1,17/2022,17-18/2022,2022-04-27 11:36:09,
1,17/2023,17-18/2023,2023-04-24 07:59:42,
1,17/2024,16-17/2024,2024-04-22 10:21:09,
1,17/2025,16-18/2025,2025-04-25 16:12:51,
1,18/2008,18-19/2008,2008-04-25 14:43:41,2008-04-25 14:44:33
1,18/2009,18-19/2009,2009-04-24 14:55:31,2009-04-24 14:57:06
1,18/2010,18-20/2010,2010-04-30 15:57:02,2010-04-30 15:57:20
1,18/2011,17-18/2011,2011-04-29 10:27:38,
